Structure,Molecule name,CAS,SMILES,ID_DB_source,,ID_DB maestra,ID_concatenada,DB source,DB subsource,Risk assessment class,Human eco,Species ,Exposure route,Standard value,LD50,LD50 units,MM (g/mol),Operación,pLD50,,Reference DB source,URL,,ToxVal_ID,Chemical_ID
,"1,3,5-Trioxane",110-88-3,C1OCOCO1,DTXSID4021925,,56,56_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,3980,mg/kg,90.0776,0.0442,1.3547,,"Range Finding Tests on Trioxane for Celanese Corporation of America. Industrial Hygiene Foundation of America, Inc, Mellon Institute, October-November 1962.",https://chemview.epa.gov/chemview/,,173559,ToxVal00045_eab72fab91ae52c4
,(Methylcyclopentadienyl)tricarbonylmanganese,12108-13-3,CC1(C=CC=C1)[Mn](=C=O)(=C=O)=C=O,DTXSID9027738,,57,57_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,=,196.7,mg/kg,218.09,0.0009,3.0448,,Unpublished confidential business information,https://chemview.epa.gov/chemview/,,173560,ToxVal00045_a61d55f7a5d39511
,N-Methyl-4-nitrophthalimide,41663-84-7,CN(C(c(cc1)c2cc1[N+]([O-])=O)=O)C2=O,DTXSID7028013,,58,58_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2800,mg/kg,206.157,0.0136,1.8670,,"Rosenberger, S. M. Unpublished report no. lOOA-101-O1O-80 entitled ""Evaluation of UI80-2 for acute oral toxicity in rats, primary dermal and ocular irritation in rabbits, and acute dermal toxicity in rabbits"" dated June 11, 198 1 from Toxicology and Pathology Services (TPS), Mt. Vernon, IN for General Electric Plastics, Mt. Vernon, IN",https://chemview.epa.gov/chemview/,,173561,ToxVal00045_27aede70e7b66275
,Acetyl tributyl citrate,77-90-7,CCCCOC(CC(CC(OCCCC)=O)(C(OCCCC)=O)OC(C)=O)=O,DTXSID2026446,,59,59_HPVIS,HPVIS,-,acute,human health,rat,oral,>,30,-,402.482,0.0001,4.1276,,"References: Finkelstein, M and H. Gold. 1959. Toxicology of the Citric Acid Esters: Tributyl Citrate, Acetyl Tributyl Citrate, Triethyl Citrate, and Acetyl Triethyl Citrate. Toxicology and Applied Pharmacology 1:283-298.Gold, H., W. Modell and M. Finkelstein. 1959. On the pharmacology of triethyl, acetyl triethyl, tributyl, and acetyl tributyl citrates by oral administration in rats and cats. Cornell University Medical College.",https://chemview.epa.gov/chemview/,,173562,ToxVal00045_2a96526e92911fc4
,Nonylphenolphosphite(3:1),26523-78-4,CCCCCCCCCc(cc1)ccc1OP(Oc1ccc(CCCCCCCCC)cc1)Oc1ccc(CCCCCCCCC)cc1,DTXSID8027903,,60,60_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10,mg/kg,689.014,0.0000,4.8382,,"Majlathova, L. 198 1. Evaluation of alkyl phenylphosphite antioxidants by an acute peroral experiment on mice and rats and by epicutaneous and conjunctival test on rabbits. Bratisl. Lek. Listy. 76(3): 315-326.",https://chemview.epa.gov/chemview/,,173563,ToxVal00045_0f7c93b354e3e5db
,"Hexanol, acetate, branched and linear",88230-35-7,CCCCCCOC(C)=O,DTXSID9029061,,61,61_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10000,mg/kg,144.213,0.0693,1.1590,,"Hazleton Laboratories Incorporated, Falls Church, VA, USA, Project #38355.",https://chemview.epa.gov/chemview/,,173564,ToxVal00045_ab3a57a369fb3662
,"Tris(2,3-epoxypropyl)isocyanurate",2451-62-9,O=C(N(CC1OC1)C(N1CC2OC2)=O)N(CC2OC2)C1=O,DTXSID4026262,,62,62_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,2000,mg/kg,297.266,0.0067,2.1721,,"1) Tepic-G: Acute Dermal Toxicity/ (Limit Test) in the Rat Project Number14/11, 11/8/88.2) Study conducted by Safepharm Laboratories Limited, Derby, UK.3) Klimisch, H.J. et.al., A Systematic Approach for Evaluating the Qualityof Experimental Toxicological and Ecotoxicological Data; RegulatoryToxicology and Pharmacology 25, 1-5 (1997).",https://chemview.epa.gov/chemview/,,173565,ToxVal00045_d3e0c9f719c9e31f
,"Hexanedinitrile, hydrogenated, high-boiling fraction",68411-90-5,,DTXSID2028482,,63,63_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1500,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"DuPont Co. ( 1996). Unpublished Data, Haskell Laboratory Report No. 8 13-15, ""Approximate Lethal Dose (ALD) in Rats"" (February 8)",https://chemview.epa.gov/chemview/,,173566,ToxVal00045_2bd680063a109807
,2-Nitropropane,79-46-9,CC(C)[N+]([O-])=O,DTXSID6020981,,64,64_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,89.0936,0.0224,1.6488,,"Wilbur SZ and Parekh C. 1982. Dermal toxicity potential of 2-nitropropane (P-1357). International Minerals and Chemical Corporation (IMC) Report Number PLR-281/AMR-072, dated July 2, 1982 (unpublished study).",https://chemview.epa.gov/chemview/,,173567,ToxVal00045_f2b5752b32fa44ca
,Bis(2-ethylhexyl) tetrabromophthalate,26040-51-7,CCCCC(CC)COC(c(c(C(OCC(CC)CCCC)=O)c(c(Br)c1Br)Br)c1Br)=O,DTXSID7027887,,65,65_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,706.146,0.0071,2.1499,,"Pennwalt Corporation. Acute Oral Toxicity Test in the Rat. TESTING FACILITY: Life Science Research, Ltd. STUDY #: 86/PTC013/634. March 11, 1987. AUTHOR(s): Joseph F. Jadlocki and Joel A. Seckar, Ph.D.",https://chemview.epa.gov/chemview/,,173568,ToxVal00045_39d01bf2dd192022
,"Phosphoric trichloride, polymer with 1,3-benzenediol, phenyl ester",125997-21-9,,DTXSID9029855,,66,66_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"IIT Research Institute, Study No. LO8489-1, Acute Oral Toxicity of Fyrolflex RDP in Rats (Limit Test), conducted for Akzo Nobel Chemicals Inc., 1994.",https://chemview.epa.gov/chemview/,,173569,ToxVal00045_cc2ede64f53495fe
,"Phosphoric trichloride, polymer with 1,3-benzenediol, phenyl ester",125997-21-9,,DTXSID9029855,,67,67_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"IIT Research Institute, Study No. L08489-SN2. Acute Dermal Toxicity Study of Fyrolflex RDP in Rats. Study conducted for Akzo Nobel Chemicals Inc. 1994.",https://chemview.epa.gov/chemview/,,173570,ToxVal00045_cc2ede64f53495fe
,Benzenemethanethiol,100-53-8,SCc1ccccc1,DTXSID6026664,,68,68_HPVIS,HPVIS,-,acute,human health,rat,injection,=,9.8,mg/kg,124.207,0.0001,4.1029,,"Fairchild E.J. and H.E. Stokinger. 1958. Toxicologic Studies on Organic Sulfur Compounds. 1. Acute Toxicity of Some Aliphatic and Aromatic Thiols (Mercaptans). Industrial Hygiene Journal pp. 171-189. June, 1958.Weil, C.S., 1952. Tables for Convenient Calculation of Median-Effective Dose (LD50 or ED50) and Instructions in Their Use. Biometrics, 8:249-263.",https://chemview.epa.gov/chemview/,,173571,ToxVal00045_e49151b1c54dface
,Sodium dimethyldithiocarbamate,128-04-1,CN(C)C([S-])=S.[Na+],DTXSID6027050,,69,69_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,143.21,0.0140,1.8549,,R. T. Vanderbilt Study; Springborn Laboratories 1995,https://chemview.epa.gov/chemview/,,173573,ToxVal00045_53b8c644bcf74521
,"1,3-Dioxolan-2-one",96-49-1,O=C1OCCO1,DTXSID2026600,,70,70_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,2000,mg/kg,88.0618,0.0227,1.6438,,"Krueger, N. (1996). Ethylencarbonat: Acute dermal toxicity to the rat. Final Report AD 96/0177. Huls AG, Department of Toxicology, 45764 Marl, Germany, pp. 1-21.",https://chemview.epa.gov/chemview/,,173574,ToxVal00045_679a6bee24319a34
,"1,3-Bis(2-isocyanato-2-propyl)benzene",2778-42-9,CC(C)(c1cccc(C(C)(C)N=C=O)c1)N=C=O,DTXSID4027498,,71,71_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,244.293,0.0205,1.6889,,"American Cyanamid Company, 1981. Acute Oral Toxicity of TMXDI, Report #18750, June 29, 1981 (unpublished study).",https://chemview.epa.gov/chemview/,,173576,ToxVal00045_65df986a66312e79
,Hexabromocyclododecane,25637-99-4,BrC(CCCCCCCCCC1(Br)Br)(C1(Br)Br)Br,DTXSID8025383,,72,72_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,8000,mg/kg,641.699,0.0125,1.9042,,"Lewis C. 1978. Experiment Reference No. 78385-2 and 78385-l. Consumer Product Testing, Fairfield, NJ",https://chemview.epa.gov/chemview/,,173577,ToxVal00045_b44220d632e7af31
,Calcium dodecylbenzene sulfonate,26264-06-2,CCCCCCCCCCCCOS(c1ccccc1)(=O)=O.[Ca],DTXSID1027891,,73,73_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1300,mg/kg,366.577,0.0035,2.4502,,Rhodia. 1998. MSDS RHODOCAL CA/70.,https://chemview.epa.gov/chemview/,,173578,ToxVal00045_c23647597058282a
,"Zinc, bis[O,O-bis(1,3-dimethylbutyl) phosphorodithioato-.kappa.S,.kappa.S']-, (T-4)-",2215-35-2,,DTXSID2027460,,74,74_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,This robust summary was prepared from an unpublished study by an individual member company of the HERTG (the underlying study contains confidential business information).,https://chemview.epa.gov/chemview/,,173579,ToxVal00045_8d8702c7dec8337f
,Dimethyl sulfoxide,67-68-5,CS(C)=O,DTXSID2021735,,75,75_HPVIS,HPVIS,-,acute,human health,mouse,dermal,~,50000,mg/kg,78.1346,0.6399,0.1939,,"Smith ER, Hadidian Z and Mason MM (1968) The toxicity of single and repeated dermal applications of dimethyl sulfoxyde. J Clin Pharmacol, 8(5), 315-321.",https://chemview.epa.gov/chemview/,,173580,ToxVal00045_d77b0802f7450331
,"1,2-Dichloropropane",78-87-5,CC(CCl)Cl,DTXSID0020448,,76,76_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,860,mg/kg,112.987,0.0076,2.1185,,Prehled Prumyslove Toxikol. Org. Latky (1986): cited in: RTECS (1990),https://chemview.epa.gov/chemview/,,173581,ToxVal00045_64e09e543807d594
,Dimethyl(tetradecyl)amine,112-75-4,CCCCCCCCCCCCCCN(C)C,DTXSID4026927,,77,77_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2116,mg/kg,241.461,0.0088,2.0573,,"Rees, P. B. 1996. Farmin DM40: Acute Oral Toxicity Study in the Rat. Report No. 96/KAS165/0652. Huntingdon Life Sciences Ltd. Eye, Suffolk, UK. andLetter from High Point Chemical to U.S. Environmental Protection Agency concerning test substance. January 22, 1999.",https://chemview.epa.gov/chemview/,,173582,ToxVal00045_862d3a5cdcfdfa43
,Methylionone,1335-46-2,CCC(/C=C/C1C(C)=CCCC1(C)C)=O,DTXSID0029214,,78,78_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,6657,mg/kg,206.328,0.0323,1.4913,,"Hoffmann-LaRoche, Inc. (1967) Acute toxicity, eye and skin irritation test on aromatic compounds. Unpublished report.",https://chemview.epa.gov/chemview/,,173583,ToxVal00045_f0c58099b2142a94
,2-Pentanone,107-87-9,CCCC(C)=O,DTXSID0021888,,79,79_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1600,mg/kg,86.1334,0.0186,1.7311,,"Study was conducted at Laboratory of Industrial Medicine, Eastman Kodak Company. Rochester, NY. Reference No. 74-305.",https://chemview.epa.gov/chemview/,,173584,ToxVal00045_ab19fb9f3f2d8046
,"Naphthalenesulfonic acid, dinonyl-, barium salt",25619-56-1,CCCCCCCCCc1cc2ccccc2c(S([O-])(=O)=O)c1CCCCCCCCC.CCCCCCCCCc1cc2ccccc2c(S([O-])(=O)=O)c1CCCCCCCCC.[Ba+2],DTXSID2027880,,80,80_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3.5,-,1056.75,0.0000,5.4799,,"Key Study: Product Safety Labs, Report No. T-467",https://chemview.epa.gov/chemview/,,173585,ToxVal00045_6be78a135ca40ff4
,Diisononylnaphthalene,63512-64-1,CC(C)CCCCCCc1c(CCCCCCC(C)C)c2ccccc2cc1,DTXSID0028119,,81,81_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,20000,mg/kg,380.657,0.0525,1.2795,,"Key Study: Product Safety Labs, Report No. T-410",https://chemview.epa.gov/chemview/,,173586,ToxVal00045_6a98c2b907321aee
,"Amines, tallow alkyl",61790-33-8,,DTXSID9028093,,82,82_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2.23,-,,#¡DIV/0!,#¡DIV/0!,,"Sterner, W. and G. Chibanguza. 1983. Akute Orale Toxizitat an Ratten mit Armeen T. [Acute oral toxicity study in the rat with Armeen T] Unpublished report (1-4-298-83). IBR Forschungs GmbH.",https://chemview.epa.gov/chemview/,,173587,ToxVal00045_352e6e7f830df174
,(Z)-9-Octadecenylamine,112-90-3,CCCCCCCC/C=C\CCCCCCCCN,DTXSID8026933,,83,83_HPVIS,HPVIS,-,acute,human health,rat,oral,~,1178,mg/kg,267.499,0.0044,2.3562,,"Chouteau, J. 1993. NORAM O Determination of Acute Oral Toxicity in Rats. Centre International de Toxicologie",https://chemview.epa.gov/chemview/,,173588,ToxVal00045_00c5847c04595659
,"N,N-Dimethyldodecan-1-amine",112-18-5,CCCCCCCCCCCCN(C)C,DTXSID1026906,,84,84_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1220,mg/kg,213.407,0.0057,2.2428,,"1980. Test for Oral Toxicity in Rats - Armeen DM12D. Project No. MB 80-4821A. MB Research Laboratories Inc., Spinnerstown, PA, USA.",https://chemview.epa.gov/chemview/,,173589,ToxVal00045_ad5b8ca3dc422f52
,"1,2,3-Benzotriazole",95-14-7,c(cc1)cc2c1nn[nH]2,DTXSID6020147,,85,85_HPVIS,HPVIS,-,acute,human health,rat,oral,=,560,mg/kg,119.127,0.0047,2.3278,,"(23) Huntingdon Research CTR, Acute oral LD50 investigation in rats of Cobratec 99 (at the request of Sherwin Williams CO), OTS 0520632. June 5, 1972",https://chemview.epa.gov/chemview/,,173590,ToxVal00045_60f395277389f751
,"1,2,3-Benzotriazole",95-14-7,c(cc1)cc2c1nn[nH]2,DTXSID6020147,,86,86_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,10000,mg/kg,119.127,0.0839,1.0760,,"(28) Hill Top Research, Inc. Report T-413. October 29, 1969",https://chemview.epa.gov/chemview/,,173591,ToxVal00045_60f395277389f751
,"Extracts, petroleum, heavy naphtha solvent",64741-98-6,,DTXSID3028180,,87,87_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"US High Production Volume Chemical Program, Category Summary for the Low Benzene Naphthas Category, Prepared by the Olefins Panel of the American Chemistry Council, Revised April 17, 2008.US High Production Volume Chemical Program, Gasoline Blending Streams Test Plan, prepared by The American Petroleum Institute Petroleum HPV Testing Group, revised September 5, 2003.",https://chemview.epa.gov/chemview/,,173592,ToxVal00045_5e90d745dbcb657b
,Propionitrile,107-12-0,CCC#N,DTXSID1021879,,88,88_HPVIS,HPVIS,-,acute,human health,rat,oral,=,270,mg/kg,55.0797,0.0049,2.3096,,"Younger Laboratories Incorporated. Toxicity studies on propionitrile (unpublished). Project Number Y-79-86, final report dated July 31, 1979.",https://chemview.epa.gov/chemview/,,173593,ToxVal00045_ce78efdfa85e09d7
,"N,N-Dimethyldodecan-1-amine",112-18-5,CCCCCCCCCCCCN(C)C,DTXSID1026906,,89,89_HPVIS,HPVIS,-,acute,human health,rat,oral,=,790,mg/kg,213.407,0.0037,2.4316,,"Test for Oral Toxicity in Rats with ADMA 2. 1979. Project Number: MB 79-3571. MB Research Laboratories, Inc. Spinnerstown, PA, USA.",https://chemview.epa.gov/chemview/,,173594,ToxVal00045_ad5b8ca3dc422f52
,"Hydrocarbons, C6-12, benzene-recovery",68919-15-3,,DTXSID6028864,,90,90_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,>,2000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"US High Production Volume Chemical Program, Category Summary for the Low Benzene Naphthas Category, Prepared by the Olefins Panel of the American Chemistry Council, Revised April 17, 2008.US High Production Volume Chemical Program, Gasoline Blending Streams Test Plan, prepared by The American Petroleum Institute Petroleum HPV Testing Group, revised September 5, 2003.",https://chemview.epa.gov/chemview/,,173595,ToxVal00045_2ba53dc20526010d
,"Aldehydes, C2-4, condensation products with acetone, dehydrated, hydrogenated, distn. residues",68990-20-5,,DTXSID0028953,,91,91_HPVIS,HPVIS,-,acute,human health,rat,oral,=,4100,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"Keating J. (1972) Acute oral toxicity in rats, dermal toxicity inrabbits. Unpublished report to RIFM dated June 7, 1972.",https://chemview.epa.gov/chemview/,,173598,ToxVal00045_db882cc49ef58e99
,"Aldehydes, C2-4, condensation products with acetone, dehydrated, hydrogenated, distn. residues",68990-20-5,,DTXSID0028953,,92,92_HPVIS,HPVIS,-,acute,human health,rat,oral,>,4200,-,,#¡DIV/0!,#¡DIV/0!,,BASF (1974) Acute toxicity studies on 6-methyl-5-hepten-2-one. Unpublished report.,https://chemview.epa.gov/chemview/,,173599,ToxVal00045_db882cc49ef58e99
,Tolyltriazole,29385-43-1,Cc(cccc1)c1-c1c[nH]nn1,DTXSID0026171,,93,93_HPVIS,HPVIS,-,acute,human health,rat,oral,=,720,mg/kg,159.191,0.0045,2.3446,,"(6) Bayer AG report, 25.04.88",https://chemview.epa.gov/chemview/,,173601,ToxVal00045_8b4fda736d9c3528
,"Carboxylic acids, C5-9, tetraesters with pentaerythritol",67762-53-2,,DTXSID9028334,,94,94_HPVIS,HPVIS,-,acute,human health,rat,oral,>,1940,mg/kg,,#¡DIV/0!,#¡DIV/0!,,Unpublished confidential business information.,https://chemview.epa.gov/chemview/,,173602,ToxVal00045_29484380170cfd3d
,Sodium formate,141-53-7,[O-]C=O.[Na+],DTXSID2027090,,95,95_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,11200,mg/kg,68.0069,0.1647,0.7833,,"Malorny, G.: Z. Ernaehrungswiss. 9, 332-339 (1969)",https://chemview.epa.gov/chemview/,,173603,ToxVal00045_8b999e7c9d3479d1
,Methyl formate,107-31-3,COC=O,DTXSID5025609,,96,96_HPVIS,HPVIS,-,acute,human health,rat,dermal,>,4000,-,60.0518,0.0666,1.1765,,"BASF AG, Abteilung Toxikologie, unveroeffentlichte Untersuchung (78/495), 22.05.1979",https://chemview.epa.gov/chemview/,,173605,ToxVal00045_1b445f421ea6e537
,C.I. Disperse Blue 79:1,3618-72-2,CC(Nc(cc(c(OC)c1)N(CCOC(C)=O)CCOC(C)=O)c1N=Nc(c([N+]([O-])=O)cc([N+]([O-])=O)c1)c1Br)=O,DTXSID8027539,,97,97_HPVIS,HPVIS,-,acute,human health,rat,oral,=,2500,mg/kg,625.388,0.0040,2.3982,,"E.P.A. (January 11, 1993). Letter with attachements from C. Auer, US Environmental Protection Agency, to Dr. T. Helmes, ETAD.Van Miller,J.P., Wagner, C.L. (1991). Ninety-Day Gavage Toxicity Study with C.I. Disperse Blue 79:1 (DB79) in Sprague-Dawley Rats. Final Report, Bushy Run Research Center. Export, PA.",https://chemview.epa.gov/chemview/,,173606,ToxVal00045_6510c1dfb2a64273
,Diisodecyl azelaate,28472-97-1,CC(C)CCCCCCCOC(CCCCCCCC(OCCCCCCCC(C)C)=O)=O,DTXSID9027942,,98,98_HPVIS,HPVIS,-,acute,human health,rat,oral,>,2000,mg/kg,468.76,0.0043,2.3699,,Unpublished confidential business information,https://chemview.epa.gov/chemview/,,173607,ToxVal00045_f186f6564fa7a5e6
,"Amines, tallow alkyl",61790-33-8,,DTXSID9028093,,99,99_HPVIS,HPVIS,-,acute,human health,rat,oral,>=,2500,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"1988. Genamin TA 100 D. Prufung der akuten oralen Toxizatat an der Wistar-Ratte [Genamin TA 100 D Acute oral toxicity study in the Wistar rat] (Unveroffentlichte untersuchung. Bericht Nr. 88.0358). Hoechst AG, Hoechst Pharma Forschung Toxikoligie und Pathologie, Frankfurt/Main, 18 S.",https://chemview.epa.gov/chemview/,,173608,ToxVal00045_352e6e7f830df174
,"9-Octadecenoic acid (9Z)-, ester with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol",70024-57-6,,DTXSID3028970,,100,100_HPVIS,HPVIS,-,acute,human health,rat,oral,>,10,-,,#¡DIV/0!,#¡DIV/0!,,Unpublished confidential business information.,https://chemview.epa.gov/chemview/,,173610,ToxVal00045_bba3272fbe3afe58
,"Hydrocarbons, C6-12, benzene-recovery",68919-15-3,,DTXSID6028864,,101,101_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"US High Production Volume Chemical Program, Category Summary for the Low Benzene Naphthas Category, Prepared by the Olefins Panel of the American Chemistry Council, Revised April 17, 2008.US High Production Volume Chemical Program, Gasoline Blending Streams Test Plan, prepared by The American Petroleum Institute Petroleum HPV Testing Group, revised September 5, 2003. European Union Risk Assessment Report. Toluene. Final report. Volume 30. Institute for Health and Consumer Protection, European Chemicals Bureau, EUR 20539, 2003.",https://chemview.epa.gov/chemview/,,173611,ToxVal00045_2ba53dc20526010d
,"Carboxylic acids, C5-9, hexaesters with dipentaerythritol",67762-52-1,,DTXSID4028333,,102,102_HPVIS,HPVIS,-,acute,human health,rat,oral,>,1940,mg/kg,,#¡DIV/0!,#¡DIV/0!,,Unpublished confidential business information.,https://chemview.epa.gov/chemview/,,173612,ToxVal00045_29c0a3b9ea9e510a
,2-Nitropropane,79-46-9,CC(C)[N+]([O-])=O,DTXSID6020981,,103,103_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,0.352,-,89.0936,0.0000,5.4033,,Hite M and Skeggs H. 1979. Mutagenic evaluation of nitroparaffins in the Salmonellatyphimurium/ mammalian-microsome test and the micronucleus test. Environ Mutagen 1:383-389.,https://chemview.epa.gov/chemview/,,173613,ToxVal00045_f2b5752b32fa44ca
,Dinonylnaphthalenesulfonic acid,25322-17-2,CCCCCCCCCc1cc2ccccc2c(S(O)(=O)=O)c1CCCCCCCCC,DTXSID9027861,,104,104_HPVIS,HPVIS,-,acute,human health,rat,oral,>,5000,mg/kg,460.72,0.0109,1.9645,,"Key Study: Product Safety Labs, Report No. T-293",https://chemview.epa.gov/chemview/,,173615,ToxVal00045_b6d6bd0767c3711c
,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,6-hexanediyl ester",35074-77-2,,DTXSID0027985,,105,105_HPVIS,HPVIS,-,acute,human health,mouse,oral,>,7750,mg/kg,,#¡DIV/0!,#¡DIV/0!,,"(1)Acute Oral LD50 in Mouse, Ciba-Geigy Ltd.,June 28, 1978.(2) Klimisch, H.J., Andreae, M and Tillman, U. A systemic approach for evaluating the quality of experimental toxicological and ecotoxicological data. Regulatory Toxicology and Pharmacology. 25:1-5, 1997.",https://chemview.epa.gov/chemview/,,173617,ToxVal00045_be9d15eb8720a034
,"1,2,3-Benzotriazole",95-14-7,c(cc1)cc2c1nn[nH]2,DTXSID6020147,,106,106_HPVIS,HPVIS,-,acute,human health,rat,oral,=,720,mg/kg,119.127,0.0060,2.2187,,"(25) North American Science Associates, Inc. Lab No. 81-5510. August 3, 1981",https://chemview.epa.gov/chemview/,,173618,ToxVal00045_60f395277389f751
,Tolyltriazole,29385-43-1,Cc(cccc1)c1-c1c[nH]nn1,DTXSID0026171,,107,107_HPVIS,HPVIS,-,acute,human health,rat,oral,=,1830,mg/kg,159.191,0.0115,1.9395,,"(15) Food and Drug Research Laboratories. Lab no. 88722. Maspeth, NY. February 2, 1968.",https://chemview.epa.gov/chemview/,,173619,ToxVal00045_8b4fda736d9c3528
,"1,2-Dichloropropane",78-87-5,CC(CCl)Cl,DTXSID0020448,,108,108_HPVIS,HPVIS,-,acute,human health,mouse,injection,=,316,mg/kg,112.987,0.0028,2.5533,,"BASF AG (1978) Abt. Toxikologie, unpublished report of BASF AG (XXVI 328), January 20, 1978",https://chemview.epa.gov/chemview/,,173620,ToxVal00045_64e09e543807d594
,2-(4-Tert-Butylbenzyl)propionaldehyde,80-54-6,CC(Cc1ccc(C(C)(C)C)cc1)C=O,DTXSID9026500,,109,109_HPVIS,HPVIS,-,acute,human health,rat,oral,=,3700,mg/kg,204.312,0.0181,1.7421,,Moreno O. M. (1977b). Acute Oral toxicity in Rats. Dermal Toxicity in Rabbits. Unpublished. Report to RIFM.,https://chemview.epa.gov/chemview/,,173621,ToxVal00045_c73d0a6fb152beb0
,Methyl salicylate,119-36-8,COC(c(cccc1)c1O)=O,DTXSID5025659,,110,110_HPVIS,HPVIS,-,acute,human health,mouse,oral,=,1390,mg/kg,152.149,0.0091,2.0393,,"(18) Ohsumi T., Kuroki K., Kimura T., Murakami Y. (1984) A study on acute toxicities of essential oils used in endodontic treatment. J Kyushu Dental Society, 38(6), 1064-1071.",https://chemview.epa.gov/chemview/,,173622,ToxVal00045_c833d95fefb314f5
,3-Phenylprop-2-enal,104-55-2,O=CC=Cc1ccccc1,DTXSID1024835,,111,111_HPVIS,HPVIS,-,acute,human health,rabbit,dermal,<,5,-,132.162,0.0000,4.4221,,"Shelanski M. and Moldovan, M. (1973). Report to RIFM by Food and Drug Research Laboratories. Feb 16, 1973.Shelanski, M. and Moldovan, M. (1973). Report to RIFMby Food and Drug Research Laboratories. Feb 2, 1973.",https://chemview.epa.gov/chemview/,,173623,ToxVal00045_d90988fcce046518
